store_id,sku_id,ranged_flag,target_cover_days,min_cover_days,max_cover_days,store_sku_capacity_units,service_level_target,store_sku_priority
STR001,SKU000251,1,18,13,28,29,0.9,0.87
STR001,SKU000252,1,18,11,26,9,0.97,0.93
STR001,SKU000255,1,21,15,31,8,0.95,0.93
STR001,SKU000256,1,10,5,20,21,0.97,0.9
STR001,SKU000257,1,10,5,24,13,0.97,0.76
STR001,SKU000258,1,10,4,24,13,0.97,1.01
STR001,SKU000260,1,16,9,28,37,0.92,0.85
STR001,SKU000262,1,14,7,26,34,0.9,1.08
STR001,SKU000264,1,16,11,26,10,0.97,0.97
STR001,SKU000265,1,18,13,28,12,0.92,0.81
STR001,SKU000266,1,14,7,24,42,0.92,0.85
STR001,SKU000267,1,12,6,26,32,0.95,0.81
STR001,SKU000268,1,14,7,26,26,0.97,0.84
STR001,SKU000269,1,16,11,30,28,0.92,1.08
STR001,SKU000270,1,14,8,26,7,0.95,0.88
STR001,SKU000271,1,12,5,26,23,0.9,0.76
STR001,SKU000272,1,10,4,24,37,0.92,0.83
STR001,SKU000273,1,14,8,26,34,0.95,0.77
STR001,SKU000275,1,12,7,24,42,0.92,0.93
STR001,SKU000276,1,14,7,26,7,0.92,1.01
STR001,SKU000278,1,12,7,24,35,0.92,0.9
STR001,SKU000279,1,10,5,18,32,0.97,0.87
STR001,SKU000281,1,10,4,24,8,0.95,1.02
STR001,SKU000282,1,10,4,18,41,0.9,0.92
STR001,SKU000284,1,12,7,26,23,0.97,0.89
STR001,SKU000285,1,18,12,32,39,0.97,1.05
STR001,SKU000287,1,12,6,26,15,0.95,1.04
STR001,SKU000290,1,18,13,28,15,0.92,0.84
STR001,SKU000291,1,10,4,22,20,0.92,0.8
STR001,SKU000293,1,14,9,24,34,0.9,1.03
STR001,SKU000294,1,16,11,26,30,0.9,0.76
STR001,SKU000295,1,12,7,20,37,0.95,1.0
STR001,SKU000297,1,14,7,22,35,0.9,0.73
STR001,SKU000298,1,14,9,28,25,0.92,1.09
STR001,SKU000299,1,14,7,26,8,0.92,1.04
STR001,SKU000300,1,21,15,29,9,0.92,1.04
STR001,SKU000301,1,12,5,22,17,0.95,1.05
STR001,SKU000302,1,16,9,28,22,0.95,0.74
STR001,SKU000303,1,12,6,20,40,0.97,1.01
STR001,SKU000304,1,12,7,26,10,0.9,1.08
STR001,SKU000305,1,18,11,26,25,0.97,0.9
STR001,SKU000307,1,10,4,24,42,0.92,0.77
STR001,SKU000308,1,21,16,35,24,0.9,0.82
STR001,SKU000309,1,16,9,28,14,0.95,0.88
STR001,SKU000311,1,10,5,20,6,0.92,0.96
STR001,SKU000312,1,18,12,32,28,0.92,0.96
STR001,SKU000314,1,14,7,28,13,0.95,0.97
STR001,SKU000315,1,16,9,30,12,0.95,1.01
STR001,SKU000316,1,18,13,26,20,0.97,1.03
STR001,SKU000318,1,16,9,24,38,0.92,0.87
STR001,SKU000319,1,21,16,29,18,0.95,0.92
STR001,SKU000320,1,18,12,28,39,0.92,0.86
STR001,SKU000322,1,12,5,26,18,0.95,0.75
STR001,SKU000324,1,12,5,24,6,0.9,0.82
STR001,SKU000325,1,10,5,24,14,0.92,0.9
STR001,SKU000326,1,21,15,35,18,0.92,1.03
STR001,SKU000328,1,21,14,31,19,0.97,0.78
STR001,SKU000329,1,14,7,22,36,0.92,0.97
STR001,SKU000330,1,12,7,24,23,0.9,0.87
STR001,SKU000331,1,21,14,35,24,0.92,0.92
STR001,SKU000333,1,21,15,35,32,0.9,0.96
STR001,SKU000334,1,14,8,26,28,0.9,0.73
STR001,SKU000335,1,18,12,30,12,0.97,0.93
STR001,SKU000336,1,18,13,26,42,0.9,0.77
STR001,SKU000337,1,18,12,32,8,0.95,0.96
STR001,SKU000338,1,16,9,30,7,0.92,0.93
STR001,SKU000339,1,16,11,30,22,0.95,1.03
STR001,SKU000340,1,10,4,24,22,0.92,0.8
STR001,SKU000341,1,12,6,20,27,0.95,0.95
STR001,SKU000343,1,21,16,35,26,0.97,0.96
STR001,SKU000344,1,14,8,26,16,0.92,0.85
STR001,SKU000345,1,18,12,28,31,0.9,0.8
STR001,SKU000346,1,14,7,26,31,0.92,1.06
STR001,SKU000347,1,10,4,20,34,0.9,0.82
STR001,SKU000348,1,21,16,31,20,0.97,0.96
STR001,SKU000351,1,16,10,26,32,0.92,1.04
STR001,SKU000352,1,21,15,33,33,0.95,0.86
STR001,SKU000353,1,21,16,33,21,0.92,0.76
STR001,SKU000354,1,18,13,30,41,0.92,0.9
STR001,SKU000355,1,18,12,26,16,0.9,0.93
STR001,SKU000356,1,21,15,29,23,0.95,1.07
STR001,SKU000357,1,12,6,22,34,0.95,0.92
STR001,SKU000359,1,16,11,28,6,0.9,0.99
STR001,SKU000360,1,16,9,26,18,0.92,1.08
STR001,SKU000362,1,14,9,22,31,0.97,1.02
STR001,SKU000363,1,14,8,24,33,0.95,0.91
STR001,SKU000364,1,21,14,29,27,0.97,1.0
STR001,SKU000366,1,14,9,24,6,0.9,0.73
STR001,SKU000367,1,10,5,20,37,0.92,0.92
STR001,SKU000368,1,16,9,26,38,0.92,1.02
STR001,SKU000370,1,14,9,26,17,0.92,1.06
STR001,SKU000374,1,16,10,24,41,0.9,0.85
STR001,SKU000376,1,10,4,18,39,0.9,0.97
STR001,SKU000377,1,18,12,28,24,0.95,0.78
STR001,SKU000378,1,10,4,18,37,0.9,0.85
STR001,SKU000380,1,21,14,29,39,0.9,0.8
STR001,SKU000382,1,21,15,29,40,0.9,0.75
STR001,SKU000383,1,21,15,31,38,0.95,0.98
STR001,SKU000386,1,10,4,20,37,0.92,0.94
STR001,SKU000387,1,14,9,24,27,0.92,1.09
STR001,SKU000388,1,18,13,30,33,0.95,0.8
STR001,SKU000389,1,16,10,30,23,0.92,1.03
STR001,SKU000390,1,10,4,24,14,0.92,0.75
STR001,SKU000391,1,12,5,24,31,0.95,0.92
STR001,SKU000392,1,16,11,24,41,0.97,0.8
STR001,SKU000393,1,12,7,26,17,0.9,1.01
STR001,SKU000394,1,12,6,20,38,0.92,1.01
STR001,SKU000396,1,14,9,26,35,0.92,1.06
STR001,SKU000397,1,12,7,22,27,0.97,0.74
STR001,SKU000398,1,12,7,24,9,0.9,0.98
STR001,SKU000399,1,21,15,33,8,0.92,1.06
STR001,SKU000401,1,10,5,18,42,0.9,0.74
STR001,SKU000402,1,21,14,35,34,0.92,0.98
STR001,SKU000404,1,18,12,28,15,0.95,0.96
STR001,SKU000406,1,10,4,22,15,0.9,0.9
STR001,SKU000407,1,16,10,30,35,0.97,0.89
STR001,SKU000408,1,12,5,22,21,0.92,0.99
STR001,SKU000410,1,16,10,28,19,0.97,0.78
STR001,SKU000414,1,12,7,24,41,0.92,0.97
STR001,SKU000415,1,12,6,22,23,0.92,0.96
STR001,SKU000416,1,16,11,26,37,0.95,0.95
STR001,SKU000417,1,10,5,18,6,0.9,0.85
STR001,SKU000418,1,12,6,20,29,0.95,0.94
STR001,SKU000419,1,14,9,24,15,0.92,0.88
STR001,SKU000420,1,14,7,24,13,0.92,1.06
STR001,SKU000421,1,16,11,24,29,0.97,0.94
STR001,SKU000423,1,14,9,26,10,0.92,0.78
STR001,SKU000425,1,21,16,33,24,0.9,0.86
STR001,SKU000427,1,14,7,22,37,0.95,1.06
STR001,SKU000428,1,16,10,24,23,0.97,0.97
STR001,SKU000429,1,18,13,30,30,0.92,1.06
STR001,SKU000430,1,14,7,28,32,0.95,0.78
STR001,SKU000431,1,14,9,28,11,0.95,1.04
STR001,SKU000432,1,14,9,24,42,0.92,1.01
STR001,SKU000433,1,18,11,32,27,0.9,0.95
STR001,SKU000435,1,21,16,29,33,0.92,0.8
STR001,SKU000436,1,12,5,26,17,0.97,0.83
STR001,SKU000437,1,12,6,22,40,0.92,0.98
STR001,SKU000439,1,12,7,26,24,0.97,0.91
STR001,SKU000440,1,18,13,30,24,0.92,0.75
STR001,SKU000441,1,16,11,30,6,0.9,0.84
STR001,SKU000442,1,21,16,33,26,0.97,0.86
STR001,SKU000443,1,14,7,24,20,0.92,0.74
STR001,SKU000447,1,16,10,26,15,0.97,0.88
STR001,SKU000449,1,16,10,24,33,0.92,0.78
STR001,SKU000450,1,12,6,24,18,0.9,0.91
STR001,SKU000451,1,16,9,30,33,0.97,1.07
STR001,SKU000453,1,14,7,28,24,0.92,0.81
STR001,SKU000454,1,14,7,24,27,0.95,0.98
STR001,SKU000455,1,14,7,26,14,0.95,0.93
STR001,SKU000456,1,14,7,24,26,0.97,1.01
STR001,SKU000457,1,12,6,22,21,0.92,0.91
STR001,SKU000459,1,12,5,24,11,0.97,0.9
STR001,SKU000460,1,14,7,24,29,0.9,0.9
STR001,SKU000462,1,12,6,24,37,0.95,0.95
STR001,SKU000463,1,14,7,22,18,0.95,0.82
STR001,SKU000464,1,12,6,20,7,0.97,0.76
STR001,SKU000465,1,18,13,32,26,0.9,1.07
STR001,SKU000466,1,18,13,30,7,0.9,0.75
STR001,SKU000467,1,21,15,29,33,0.95,0.87
STR001,SKU000468,1,18,11,26,38,0.9,0.99
STR001,SKU000469,1,10,4,20,21,0.9,1.0
STR001,SKU000470,1,16,10,24,39,0.97,0.96
STR001,SKU000472,1,10,4,20,21,0.9,0.96
STR001,SKU000473,1,12,7,22,38,0.95,0.85
STR001,SKU000474,1,14,8,22,32,0.9,0.74
STR001,SKU000475,1,21,16,33,38,0.92,0.87
STR001,SKU000476,1,14,7,28,16,0.92,1.0
STR001,SKU000477,1,21,15,35,7,0.97,0.95
STR001,SKU000478,1,10,4,20,18,0.95,1.03
STR001,SKU000479,1,21,14,31,42,0.95,0.81
STR001,SKU000481,1,21,15,33,35,0.97,0.95
STR001,SKU000482,1,21,16,29,12,0.9,1.04
STR001,SKU000483,1,16,9,26,12,0.9,0.86
STR001,SKU000485,1,16,9,24,25,0.9,1.06
STR001,SKU000486,1,21,14,29,36,0.92,0.73
STR001,SKU000487,1,14,8,22,42,0.97,0.75
STR001,SKU000488,1,10,5,24,33,0.97,0.88
STR001,SKU000489,1,14,7,26,36,0.92,1.02
STR001,SKU000490,1,10,4,18,42,0.97,0.93
STR001,SKU000492,1,14,9,26,35,0.97,0.93
STR001,SKU000493,1,12,6,24,32,0.92,0.94
STR001,SKU000494,1,21,15,35,29,0.97,0.76
STR001,SKU000495,1,16,9,26,8,0.95,0.91
STR001,SKU000497,1,18,13,28,31,0.9,1.03
STR001,SKU000498,1,14,7,24,20,0.95,0.91
STR001,SKU000500,1,16,11,28,32,0.9,0.81
STR001,SKU000501,1,18,13,32,15,0.9,0.98
STR001,SKU000503,1,10,5,18,7,0.9,0.84
STR001,SKU000504,1,10,4,22,31,0.9,0.98
STR001,SKU000505,1,18,11,32,8,0.97,1.08
STR001,SKU000506,1,16,9,24,33,0.95,1.07
STR001,SKU000507,1,16,11,30,22,0.9,0.76
STR001,SKU000508,1,14,9,28,8,0.95,0.84
STR001,SKU000509,1,12,5,20,38,0.97,0.75
STR001,SKU000511,1,21,16,33,13,0.97,0.79
STR001,SKU000512,1,14,8,22,15,0.9,0.8
STR001,SKU000515,1,10,4,20,20,0.95,1.04
STR001,SKU000516,1,21,16,29,16,0.92,0.78
STR001,SKU000517,1,21,14,33,40,0.9,0.88
STR001,SKU000518,1,10,5,22,28,0.97,0.87
STR001,SKU000519,1,10,4,20,18,0.97,0.97
STR001,SKU000520,1,21,16,35,13,0.9,0.81
STR001,SKU000521,1,18,13,26,39,0.95,0.94
STR001,SKU000525,1,16,10,30,19,0.9,0.79
STR001,SKU000526,1,12,5,22,10,0.97,0.91
STR001,SKU000527,1,21,15,31,22,0.97,0.75
STR001,SKU000528,1,21,15,35,34,0.92,1.0
STR001,SKU000529,1,21,16,31,39,0.95,0.91
STR001,SKU000530,1,10,4,20,8,0.95,0.83
STR001,SKU000532,1,14,8,28,30,0.92,0.9
STR001,SKU000533,1,21,16,33,23,0.95,1.05
STR001,SKU000535,1,14,8,24,27,0.97,0.83
STR001,SKU000537,1,21,15,31,29,0.95,0.8
STR001,SKU000538,1,14,7,24,19,0.95,0.79
STR001,SKU000539,1,18,12,30,15,0.95,0.95
STR001,SKU000541,1,12,6,26,35,0.95,0.91
STR001,SKU000542,1,16,9,24,36,0.97,0.87
STR001,SKU000543,1,10,5,18,23,0.9,0.93
STR001,SKU000544,1,12,7,20,6,0.9,0.85
STR001,SKU000545,1,12,5,24,41,0.95,1.03
STR001,SKU000548,1,18,13,28,11,0.95,1.02
STR001,SKU000549,1,12,7,22,23,0.9,0.73
STR001,SKU000551,1,12,7,20,32,0.97,0.89
STR001,SKU000552,1,14,9,28,33,0.95,0.85
STR001,SKU000553,1,14,9,22,30,0.92,1.01
STR001,SKU000554,1,21,15,31,30,0.97,1.08
STR001,SKU000555,1,16,9,24,30,0.95,0.86
STR001,SKU000556,1,14,8,24,23,0.95,1.06
STR001,SKU000558,1,18,11,28,8,0.97,0.86
STR001,SKU000559,1,10,4,18,39,0.95,0.89
STR001,SKU000561,1,16,10,26,39,0.9,0.81
STR001,SKU000562,1,21,16,33,41,0.97,1.07
STR001,SKU000563,1,10,5,18,23,0.92,0.92
STR001,SKU000564,1,18,13,28,6,0.95,1.04
STR001,SKU000565,1,10,4,20,16,0.9,0.9
STR001,SKU000566,1,14,8,24,35,0.92,0.99
STR001,SKU000567,1,16,11,24,24,0.97,0.92
STR001,SKU000568,1,16,9,30,39,0.95,1.01
STR001,SKU000569,1,16,11,30,14,0.9,0.8
STR001,SKU000570,1,16,10,30,25,0.95,0.74
STR001,SKU000571,1,21,16,35,14,0.95,0.87
STR001,SKU000572,1,16,9,30,29,0.92,0.9
STR001,SKU000575,1,10,4,24,30,0.97,0.76
STR001,SKU000576,1,16,11,28,27,0.92,0.84
STR001,SKU000577,1,18,12,26,7,0.92,0.96
STR001,SKU000578,1,18,12,30,29,0.9,1.02
STR001,SKU000579,1,18,13,26,15,0.97,0.85
STR001,SKU000580,1,12,7,26,23,0.97,0.81
STR001,SKU000581,1,12,6,22,33,0.95,1.09
STR001,SKU000582,1,16,11,26,35,0.92,1.06
STR001,SKU000583,1,14,8,26,42,0.95,0.96
STR001,SKU000584,1,18,13,28,7,0.97,0.9
STR001,SKU000587,1,18,12,30,12,0.92,0.93
STR001,SKU000590,1,18,12,32,31,0.97,0.93
STR001,SKU000592,1,14,9,28,31,0.97,0.78
STR001,SKU000593,1,12,6,26,31,0.92,0.88
STR001,SKU000595,1,18,12,32,11,0.9,0.76
STR001,SKU000598,1,12,7,20,36,0.92,0.74
STR001,SKU000599,1,21,15,29,8,0.92,1.05
STR001,SKU000600,1,12,7,26,37,0.9,0.83
STR001,SKU000602,1,10,4,22,16,0.9,0.91
STR001,SKU000604,1,21,15,35,28,0.95,0.83
STR001,SKU000607,1,12,7,26,15,0.92,0.74
STR001,SKU000608,1,16,11,26,10,0.95,1.01
STR001,SKU000609,1,21,14,33,19,0.97,0.97
STR001,SKU000610,1,10,4,24,17,0.97,0.9
STR001,SKU000611,1,14,7,28,26,0.92,0.73
STR001,SKU000612,1,14,9,22,14,0.92,0.91
STR001,SKU000613,1,10,5,22,27,0.95,0.85
STR001,SKU000614,1,14,7,26,39,0.97,1.05
STR001,SKU000615,1,21,16,35,41,0.95,0.92
STR001,SKU000616,1,18,11,26,36,0.97,1.07
STR001,SKU000619,1,14,8,22,20,0.95,0.87
STR001,SKU000621,1,16,11,30,9,0.9,1.02
STR001,SKU000622,1,21,14,33,9,0.97,1.09
STR001,SKU000623,1,12,6,24,17,0.92,0.73
STR001,SKU000624,1,21,14,33,16,0.95,0.97
STR001,SKU000625,1,14,9,26,25,0.9,0.76
STR001,SKU000626,1,14,9,22,34,0.95,0.77
STR001,SKU000627,1,16,9,28,11,0.95,1.02
STR001,SKU000629,1,18,13,26,16,0.92,0.85
STR001,SKU000630,1,21,15,29,27,0.97,1.02
STR001,SKU000631,1,21,15,29,20,0.97,0.93
STR001,SKU000633,1,12,7,24,7,0.95,0.96
STR001,SKU000635,1,10,4,18,14,0.97,0.91
STR001,SKU000636,1,10,4,22,21,0.95,0.92
STR001,SKU000638,1,12,5,24,30,0.92,0.83
STR001,SKU000639,1,16,10,28,32,0.9,0.74
STR001,SKU000641,1,10,4,18,12,0.95,1.01
STR001,SKU000642,1,10,5,18,23,0.95,1.03
STR001,SKU000643,1,18,11,30,41,0.95,0.76
STR001,SKU000645,1,21,15,33,9,0.92,0.75
STR001,SKU000647,1,10,4,20,41,0.92,0.76
STR001,SKU000649,1,10,4,20,14,0.92,1.0
STR001,SKU000651,1,18,12,28,37,0.92,0.75
STR001,SKU000653,1,12,6,26,24,0.95,0.82
STR001,SKU000654,1,10,5,24,18,0.95,0.98
STR001,SKU000656,1,21,16,31,21,0.9,0.99
STR001,SKU000658,1,21,16,29,6,0.97,0.77
STR001,SKU000659,1,10,4,22,32,0.97,0.97
STR001,SKU000660,1,16,10,26,21,0.97,0.91
