run_date,store_id,sku_id,stock_on_hand,in_transit_qty,last_delivery_date
2026-05-15,STR001,SKU000092,9,0,2026-05-09
2026-05-15,STR001,SKU000093,8,12,2026-05-05
2026-05-15,STR001,SKU000094,2,0,2026-05-05
2026-05-15,STR001,SKU000095,16,24,2026-05-07
2026-05-15,STR001,SKU000096,9,0,2026-05-11
2026-05-15,STR001,SKU000099,13,0,2026-05-06
2026-05-15,STR001,SKU000100,7,0,2026-05-06
2026-05-15,STR001,SKU000101,2,24,2026-05-12
2026-05-15,STR001,SKU000102,13,24,2026-05-03
2026-05-15,STR001,SKU000104,2,12,2026-05-08
2026-05-15,STR001,SKU000106,10,12,2026-05-13
2026-05-15,STR001,SKU000108,13,6,2026-05-03
2026-05-15,STR001,SKU000109,11,12,2026-05-08
2026-05-15,STR001,SKU000110,2,0,2026-05-09
2026-05-15,STR001,SKU000111,18,0,2026-05-13
2026-05-15,STR001,SKU000112,5,0,2026-05-05
2026-05-15,STR001,SKU000113,0,6,2026-05-06
2026-05-15,STR001,SKU000115,16,3,2026-05-10
2026-05-15,STR001,SKU000117,4,0,2026-05-09
2026-05-15,STR001,SKU000119,8,6,2026-05-04
2026-05-15,STR001,SKU000120,8,24,2026-05-04
2026-05-15,STR001,SKU000122,7,0,2026-05-07
2026-05-15,STR001,SKU000123,2,0,2026-05-14
2026-05-15,STR001,SKU000124,8,12,2026-05-11
2026-05-15,STR001,SKU000125,21,6,2026-05-05
2026-05-15,STR001,SKU000126,9,6,2026-05-09
2026-05-15,STR001,SKU000127,11,0,2026-05-07
2026-05-15,STR001,SKU000130,1,0,2026-05-04
2026-05-15,STR001,SKU000131,8,0,2026-05-09
2026-05-15,STR001,SKU000132,5,0,2026-05-05
2026-05-15,STR001,SKU000133,5,24,2026-05-13
2026-05-15,STR001,SKU000134,26,0,2026-05-10
2026-05-15,STR001,SKU000137,6,0,2026-05-06
2026-05-15,STR001,SKU000138,20,0,2026-05-14
2026-05-15,STR001,SKU000139,2,0,2026-05-14
2026-05-15,STR001,SKU000140,9,0,2026-05-08
2026-05-15,STR001,SKU000141,20,3,2026-05-10
2026-05-15,STR001,SKU000142,17,3,2026-05-14
2026-05-15,STR001,SKU000144,0,0,2026-05-07
2026-05-15,STR001,SKU000145,0,0,2026-05-07
2026-05-15,STR001,SKU000146,15,0,2026-05-03
2026-05-15,STR001,SKU000147,8,6,2026-05-07
2026-05-15,STR001,SKU000148,16,0,2026-05-13
2026-05-15,STR001,SKU000149,0,12,2026-05-13
2026-05-15,STR001,SKU000150,27,12,2026-05-14
2026-05-15,STR001,SKU000151,11,0,2026-05-12
2026-05-15,STR001,SKU000152,6,0,2026-05-12
2026-05-15,STR001,SKU000153,2,0,2026-05-10
2026-05-15,STR001,SKU000154,1,24,2026-05-12
2026-05-15,STR001,SKU000155,8,12,2026-05-05
2026-05-15,STR001,SKU000156,0,0,2026-05-12
2026-05-15,STR001,SKU000157,23,3,2026-05-11
2026-05-15,STR001,SKU000158,0,0,2026-05-12
2026-05-15,STR001,SKU000159,3,12,2026-05-08
2026-05-15,STR001,SKU000160,19,0,2026-05-04
2026-05-15,STR001,SKU000162,17,0,2026-05-12
2026-05-15,STR001,SKU000163,28,0,2026-05-08
2026-05-15,STR001,SKU000164,0,0,2026-05-13
2026-05-15,STR001,SKU000167,1,0,2026-05-04
2026-05-15,STR001,SKU000168,23,12,2026-05-13
2026-05-15,STR001,SKU000169,0,0,2026-05-13
2026-05-15,STR001,SKU000171,5,24,2026-05-03
2026-05-15,STR001,SKU000173,8,0,2026-05-13
2026-05-15,STR001,SKU000174,23,0,2026-05-10
2026-05-15,STR001,SKU000175,0,0,2026-05-03
2026-05-15,STR001,SKU000176,11,0,2026-05-10
2026-05-15,STR001,SKU000178,9,0,2026-05-05
2026-05-15,STR001,SKU000179,8,0,2026-05-13
2026-05-15,STR001,SKU000180,21,0,2026-05-05
2026-05-15,STR001,SKU000181,21,0,2026-05-09
2026-05-15,STR001,SKU000182,7,0,2026-05-06
2026-05-15,STR001,SKU000183,12,0,2026-05-09
2026-05-15,STR001,SKU000184,10,0,2026-05-12
2026-05-15,STR001,SKU000186,7,3,2026-05-03
2026-05-15,STR001,SKU000187,0,24,2026-05-13
2026-05-15,STR001,SKU000188,4,6,2026-05-11
2026-05-15,STR001,SKU000190,2,3,2026-05-08
2026-05-15,STR001,SKU000191,2,0,2026-05-08
2026-05-15,STR001,SKU000192,0,3,2026-05-03
2026-05-15,STR001,SKU000193,3,0,2026-05-12
2026-05-15,STR001,SKU000194,21,12,2026-05-14
2026-05-15,STR001,SKU000195,2,0,2026-05-04
2026-05-15,STR001,SKU000196,10,0,2026-05-08
2026-05-15,STR001,SKU000197,6,12,2026-05-04
2026-05-15,STR001,SKU000198,12,0,2026-05-12
2026-05-15,STR001,SKU000199,30,6,2026-05-14
2026-05-15,STR001,SKU000200,22,12,2026-05-09
2026-05-15,STR001,SKU000201,11,0,2026-05-06
2026-05-15,STR001,SKU000203,27,0,2026-05-14
2026-05-15,STR001,SKU000205,5,12,2026-05-14
2026-05-15,STR001,SKU000206,8,0,2026-05-12
2026-05-15,STR001,SKU000207,11,12,2026-05-11
2026-05-15,STR001,SKU000212,23,0,2026-05-08
2026-05-15,STR001,SKU000213,5,0,2026-05-03
2026-05-15,STR001,SKU000214,16,0,2026-05-03
2026-05-15,STR001,SKU000216,2,0,2026-05-04
2026-05-15,STR001,SKU000217,4,12,2026-05-04
2026-05-15,STR001,SKU000218,9,12,2026-05-07
2026-05-15,STR001,SKU000219,1,0,2026-05-09
2026-05-15,STR001,SKU000221,8,6,2026-05-13
2026-05-15,STR001,SKU000222,10,3,2026-05-14
2026-05-15,STR001,SKU000223,1,6,2026-05-03
2026-05-15,STR001,SKU000224,6,0,2026-05-05
2026-05-15,STR001,SKU000225,6,12,2026-05-10
2026-05-15,STR001,SKU000226,12,12,2026-05-10
2026-05-15,STR001,SKU000228,5,0,2026-05-08
2026-05-15,STR001,SKU000229,4,12,2026-05-13
2026-05-15,STR001,SKU000230,20,0,2026-05-09
2026-05-15,STR001,SKU000231,5,0,2026-05-12
2026-05-15,STR001,SKU000232,0,12,2026-05-07
2026-05-15,STR001,SKU000233,3,0,2026-05-12
2026-05-15,STR001,SKU000234,7,0,2026-05-08
2026-05-15,STR001,SKU000237,1,6,2026-05-03
2026-05-15,STR001,SKU000238,27,6,2026-05-13
2026-05-15,STR001,SKU000239,6,0,2026-05-04
2026-05-15,STR001,SKU000240,14,6,2026-05-03
2026-05-15,STR001,SKU000241,0,0,2026-05-05
2026-05-15,STR001,SKU000242,14,0,2026-05-03
2026-05-15,STR001,SKU000244,6,0,2026-05-05
2026-05-15,STR001,SKU000245,20,6,2026-05-09
2026-05-15,STR001,SKU000246,28,0,2026-05-09
2026-05-15,STR001,SKU000247,11,12,2026-05-04
2026-05-15,STR001,SKU000251,3,24,2026-05-13
2026-05-15,STR001,SKU000252,3,0,2026-05-03
2026-05-15,STR001,SKU000255,1,0,2026-05-12
2026-05-15,STR001,SKU000256,17,0,2026-05-09
2026-05-15,STR001,SKU000257,0,6,2026-05-07
2026-05-15,STR001,SKU000258,3,12,2026-05-07
2026-05-15,STR001,SKU000260,15,0,2026-05-10
2026-05-15,STR001,SKU000262,30,0,2026-05-09
2026-05-15,STR001,SKU000264,1,6,2026-05-09
2026-05-15,STR001,SKU000265,8,12,2026-05-07
2026-05-15,STR001,SKU000266,6,0,2026-05-12
2026-05-15,STR001,SKU000267,8,0,2026-05-09
2026-05-15,STR001,SKU000268,18,6,2026-05-14
2026-05-15,STR001,SKU000269,24,0,2026-05-11
2026-05-15,STR001,SKU000270,6,24,2026-05-03
2026-05-15,STR001,SKU000271,5,3,2026-05-03
2026-05-15,STR001,SKU000272,19,0,2026-05-13
2026-05-15,STR001,SKU000273,4,0,2026-05-09
2026-05-15,STR001,SKU000275,14,12,2026-05-06
2026-05-15,STR001,SKU000276,1,0,2026-05-09
2026-05-15,STR001,SKU000278,10,0,2026-05-10
2026-05-15,STR001,SKU000279,15,24,2026-05-14
2026-05-15,STR001,SKU000281,7,0,2026-05-04
2026-05-15,STR001,SKU000282,25,0,2026-05-05
2026-05-15,STR001,SKU000284,23,0,2026-05-13
2026-05-15,STR001,SKU000285,12,0,2026-05-05
2026-05-15,STR001,SKU000287,10,0,2026-05-05
2026-05-15,STR001,SKU000290,0,0,2026-05-06
2026-05-15,STR001,SKU000291,5,0,2026-05-11
2026-05-15,STR001,SKU000293,0,6,2026-05-14
2026-05-15,STR001,SKU000294,5,6,2026-05-03
2026-05-15,STR001,SKU000295,10,0,2026-05-13
2026-05-15,STR001,SKU000297,25,0,2026-05-09
2026-05-15,STR001,SKU000298,2,12,2026-05-07
2026-05-15,STR001,SKU000299,2,0,2026-05-06
2026-05-15,STR001,SKU000300,4,3,2026-05-12
2026-05-15,STR001,SKU000301,3,0,2026-05-07
2026-05-15,STR001,SKU000302,0,3,2026-05-14
2026-05-15,STR001,SKU000303,23,0,2026-05-13
2026-05-15,STR001,SKU000304,7,6,2026-05-07
2026-05-15,STR001,SKU000305,8,12,2026-05-09
2026-05-15,STR001,SKU000307,16,0,2026-05-11
2026-05-15,STR001,SKU000308,8,0,2026-05-09
2026-05-15,STR001,SKU000309,10,0,2026-05-03
2026-05-15,STR001,SKU000311,6,0,2026-05-08
2026-05-15,STR001,SKU000312,26,3,2026-05-07
2026-05-15,STR001,SKU000314,8,0,2026-05-12
2026-05-15,STR001,SKU000315,1,3,2026-05-04
2026-05-15,STR001,SKU000316,3,0,2026-05-12
2026-05-15,STR001,SKU000318,30,24,2026-05-11
2026-05-15,STR001,SKU000319,4,6,2026-05-06
2026-05-15,STR001,SKU000320,3,6,2026-05-11
2026-05-15,STR001,SKU000322,12,12,2026-05-08
2026-05-15,STR001,SKU000324,4,0,2026-05-03
2026-05-15,STR001,SKU000325,2,0,2026-05-08
2026-05-15,STR001,SKU000326,2,0,2026-05-12
2026-05-15,STR001,SKU000328,8,0,2026-05-04
2026-05-15,STR001,SKU000329,9,12,2026-05-03
2026-05-15,STR001,SKU000330,2,3,2026-05-05
2026-05-15,STR001,SKU000331,2,6,2026-05-05
2026-05-15,STR001,SKU000333,27,0,2026-05-10
2026-05-15,STR001,SKU000334,22,0,2026-05-05
2026-05-15,STR001,SKU000335,9,12,2026-05-04
2026-05-15,STR001,SKU000336,24,6,2026-05-04
2026-05-15,STR001,SKU000337,7,12,2026-05-06
2026-05-15,STR001,SKU000338,0,0,2026-05-13
2026-05-15,STR001,SKU000339,11,0,2026-05-10
2026-05-15,STR001,SKU000340,17,6,2026-05-09
2026-05-15,STR001,SKU000341,23,0,2026-05-09
2026-05-15,STR001,SKU000343,24,0,2026-05-03
2026-05-15,STR001,SKU000344,3,0,2026-05-06
2026-05-15,STR001,SKU000345,2,3,2026-05-10
2026-05-15,STR001,SKU000346,3,0,2026-05-05
2026-05-15,STR001,SKU000347,4,0,2026-05-14
2026-05-15,STR001,SKU000348,6,0,2026-05-11
2026-05-15,STR001,SKU000351,18,6,2026-05-08
2026-05-15,STR001,SKU000352,29,0,2026-05-06
2026-05-15,STR001,SKU000353,16,6,2026-05-09
2026-05-15,STR001,SKU000354,18,3,2026-05-05
2026-05-15,STR001,SKU000355,1,3,2026-05-03
2026-05-15,STR001,SKU000356,2,3,2026-05-03
2026-05-15,STR001,SKU000357,21,0,2026-05-05
2026-05-15,STR001,SKU000359,2,0,2026-05-05
2026-05-15,STR001,SKU000360,5,0,2026-05-04
2026-05-15,STR001,SKU000362,12,0,2026-05-09
2026-05-15,STR001,SKU000363,5,0,2026-05-11
2026-05-15,STR001,SKU000364,16,24,2026-05-14
2026-05-15,STR001,SKU000366,3,12,2026-05-05
2026-05-15,STR001,SKU000367,0,24,2026-05-09
2026-05-15,STR001,SKU000368,0,24,2026-05-13
2026-05-15,STR001,SKU000370,15,0,2026-05-05
2026-05-15,STR001,SKU000374,11,6,2026-05-11
2026-05-15,STR001,SKU000376,10,6,2026-05-05
2026-05-15,STR001,SKU000377,24,6,2026-05-08
2026-05-15,STR001,SKU000378,15,0,2026-05-07
2026-05-15,STR001,SKU000380,2,6,2026-05-03
2026-05-15,STR001,SKU000382,9,0,2026-05-06
2026-05-15,STR001,SKU000383,1,0,2026-05-07
2026-05-15,STR001,SKU000386,2,0,2026-05-03
2026-05-15,STR001,SKU000387,26,6,2026-05-14
2026-05-15,STR001,SKU000388,28,0,2026-05-08
2026-05-15,STR001,SKU000389,15,0,2026-05-04
2026-05-15,STR001,SKU000390,2,0,2026-05-12
2026-05-15,STR001,SKU000391,9,0,2026-05-13
2026-05-15,STR001,SKU000392,16,12,2026-05-07
2026-05-15,STR001,SKU000393,2,24,2026-05-09
2026-05-15,STR001,SKU000394,23,12,2026-05-14
2026-05-15,STR001,SKU000396,1,0,2026-05-10
2026-05-15,STR001,SKU000397,0,12,2026-05-06
2026-05-15,STR001,SKU000398,6,0,2026-05-05
2026-05-15,STR001,SKU000399,0,24,2026-05-14
2026-05-15,STR001,SKU000401,26,6,2026-05-04
2026-05-15,STR001,SKU000402,19,6,2026-05-07
2026-05-15,STR001,SKU000404,5,12,2026-05-10
2026-05-15,STR001,SKU000406,7,0,2026-05-04
2026-05-15,STR001,SKU000407,12,0,2026-05-09
2026-05-15,STR001,SKU000408,18,24,2026-05-09
2026-05-15,STR001,SKU000410,3,3,2026-05-10
2026-05-15,STR001,SKU000414,29,0,2026-05-07
2026-05-15,STR001,SKU000415,18,0,2026-05-12
2026-05-15,STR001,SKU000416,24,0,2026-05-04
2026-05-15,STR001,SKU000417,0,0,2026-05-11
2026-05-15,STR001,SKU000418,26,0,2026-05-03
2026-05-15,STR001,SKU000419,13,24,2026-05-04
2026-05-15,STR001,SKU000420,1,0,2026-05-08
2026-05-15,STR001,SKU000421,5,0,2026-05-07
2026-05-15,STR001,SKU000423,4,0,2026-05-13
2026-05-15,STR001,SKU000425,2,0,2026-05-09
2026-05-15,STR001,SKU000427,1,0,2026-05-10
2026-05-15,STR001,SKU000428,10,0,2026-05-05
2026-05-15,STR001,SKU000429,12,0,2026-05-03
2026-05-15,STR001,SKU000430,11,24,2026-05-11
2026-05-15,STR001,SKU000431,0,0,2026-05-11
2026-05-15,STR001,SKU000432,0,0,2026-05-05
2026-05-15,STR001,SKU000433,1,0,2026-05-03
2026-05-15,STR001,SKU000435,1,6,2026-05-11
2026-05-15,STR001,SKU000436,1,12,2026-05-14
2026-05-15,STR001,SKU000437,22,0,2026-05-12
2026-05-15,STR001,SKU000439,9,0,2026-05-09
2026-05-15,STR001,SKU000440,2,0,2026-05-05
2026-05-15,STR001,SKU000441,6,0,2026-05-03
2026-05-15,STR001,SKU000442,25,12,2026-05-10
2026-05-15,STR001,SKU000443,11,12,2026-05-09
2026-05-15,STR001,SKU000447,0,0,2026-05-08
2026-05-15,STR001,SKU000449,30,0,2026-05-14
2026-05-15,STR001,SKU000450,5,24,2026-05-10
2026-05-15,STR001,SKU000451,5,0,2026-05-09
2026-05-15,STR001,SKU000453,15,12,2026-05-07
2026-05-15,STR001,SKU000454,13,24,2026-05-12
2026-05-15,STR001,SKU000455,2,0,2026-05-08
2026-05-15,STR001,SKU000456,17,0,2026-05-03
2026-05-15,STR001,SKU000457,15,0,2026-05-06
2026-05-15,STR001,SKU000459,11,6,2026-05-08
2026-05-15,STR001,SKU000460,7,0,2026-05-09
2026-05-15,STR001,SKU000462,17,0,2026-05-05
2026-05-15,STR001,SKU000463,12,0,2026-05-10
2026-05-15,STR001,SKU000464,7,0,2026-05-07
2026-05-15,STR001,SKU000465,14,12,2026-05-07
2026-05-15,STR001,SKU000466,5,0,2026-05-12
2026-05-15,STR001,SKU000467,10,0,2026-05-04
2026-05-15,STR001,SKU000468,22,0,2026-05-13
2026-05-15,STR001,SKU000469,11,6,2026-05-09
2026-05-15,STR001,SKU000470,12,6,2026-05-13
2026-05-15,STR001,SKU000472,0,3,2026-05-14
2026-05-15,STR001,SKU000473,24,6,2026-05-14
2026-05-15,STR001,SKU000474,0,24,2026-05-07
2026-05-15,STR001,SKU000475,4,6,2026-05-10
2026-05-15,STR001,SKU000476,8,0,2026-05-10
2026-05-15,STR001,SKU000477,6,0,2026-05-14
2026-05-15,STR001,SKU000478,6,0,2026-05-09
2026-05-15,STR001,SKU000479,0,0,2026-05-12
2026-05-15,STR001,SKU000481,5,12,2026-05-06
2026-05-15,STR001,SKU000482,0,0,2026-05-14
2026-05-15,STR001,SKU000483,10,3,2026-05-03
2026-05-15,STR001,SKU000485,9,6,2026-05-11
2026-05-15,STR001,SKU000486,2,6,2026-05-05
2026-05-15,STR001,SKU000487,22,0,2026-05-08
2026-05-15,STR001,SKU000488,0,0,2026-05-04
2026-05-15,STR001,SKU000489,0,0,2026-05-11
2026-05-15,STR001,SKU000490,22,0,2026-05-03
2026-05-15,STR001,SKU000492,11,0,2026-05-03
2026-05-15,STR001,SKU000493,11,0,2026-05-10
2026-05-15,STR001,SKU000494,8,0,2026-05-09
2026-05-15,STR001,SKU000495,2,12,2026-05-04
2026-05-15,STR001,SKU000497,0,24,2026-05-13
2026-05-15,STR001,SKU000498,10,0,2026-05-06
2026-05-15,STR001,SKU000500,20,0,2026-05-03
2026-05-15,STR001,SKU000501,9,3,2026-05-10
2026-05-15,STR001,SKU000503,3,0,2026-05-13
2026-05-15,STR001,SKU000504,9,0,2026-05-11
2026-05-15,STR001,SKU000505,7,0,2026-05-10
2026-05-15,STR001,SKU000506,21,0,2026-05-08
2026-05-15,STR001,SKU000507,22,0,2026-05-07
2026-05-15,STR001,SKU000508,7,12,2026-05-13
2026-05-15,STR001,SKU000509,5,24,2026-05-08
2026-05-15,STR001,SKU000511,7,0,2026-05-14
2026-05-15,STR001,SKU000512,15,12,2026-05-03
2026-05-15,STR001,SKU000515,18,0,2026-05-03
2026-05-15,STR001,SKU000516,0,0,2026-05-03
2026-05-15,STR001,SKU000517,1,12,2026-05-03
2026-05-15,STR001,SKU000518,7,0,2026-05-13
2026-05-15,STR001,SKU000519,17,0,2026-05-07
2026-05-15,STR001,SKU000520,2,3,2026-05-14
2026-05-15,STR001,SKU000521,0,0,2026-05-09
2026-05-15,STR001,SKU000525,17,6,2026-05-13
2026-05-15,STR001,SKU000526,1,0,2026-05-04
2026-05-15,STR001,SKU000527,1,6,2026-05-14
2026-05-15,STR001,SKU000528,4,24,2026-05-08
2026-05-15,STR001,SKU000529,2,0,2026-05-08
2026-05-15,STR001,SKU000530,4,0,2026-05-10
2026-05-15,STR001,SKU000532,2,0,2026-05-06
2026-05-15,STR001,SKU000533,19,0,2026-05-09
2026-05-15,STR001,SKU000535,19,0,2026-05-05
2026-05-15,STR001,SKU000537,14,0,2026-05-13
2026-05-15,STR001,SKU000538,15,6,2026-05-07
2026-05-15,STR001,SKU000539,8,6,2026-05-06
2026-05-15,STR001,SKU000541,13,0,2026-05-08
2026-05-15,STR001,SKU000542,3,0,2026-05-09
2026-05-15,STR001,SKU000543,8,0,2026-05-03
2026-05-15,STR001,SKU000544,4,0,2026-05-08
2026-05-15,STR001,SKU000545,1,0,2026-05-12
2026-05-15,STR001,SKU000548,2,0,2026-05-11
2026-05-15,STR001,SKU000549,21,12,2026-05-05
2026-05-15,STR001,SKU000551,23,12,2026-05-08
2026-05-15,STR001,SKU000552,15,3,2026-05-07
2026-05-15,STR001,SKU000553,6,0,2026-05-08
2026-05-15,STR001,SKU000554,21,0,2026-05-04
2026-05-15,STR001,SKU000555,0,12,2026-05-08
2026-05-15,STR001,SKU000556,8,0,2026-05-11
2026-05-15,STR001,SKU000558,0,0,2026-05-05
2026-05-15,STR001,SKU000559,9,3,2026-05-10
2026-05-15,STR001,SKU000561,2,24,2026-05-04
2026-05-15,STR001,SKU000562,28,0,2026-05-11
2026-05-15,STR001,SKU000563,14,0,2026-05-03
2026-05-15,STR001,SKU000564,6,0,2026-05-06
2026-05-15,STR001,SKU000565,4,24,2026-05-09
2026-05-15,STR001,SKU000566,22,24,2026-05-14
2026-05-15,STR001,SKU000567,15,12,2026-05-06
2026-05-15,STR001,SKU000568,18,6,2026-05-10
2026-05-15,STR001,SKU000569,9,0,2026-05-13
2026-05-15,STR001,SKU000570,15,0,2026-05-11
2026-05-15,STR001,SKU000571,0,6,2026-05-10
2026-05-15,STR001,SKU000572,13,0,2026-05-12
2026-05-15,STR001,SKU000575,9,24,2026-05-06
2026-05-15,STR001,SKU000576,16,0,2026-05-12
2026-05-15,STR001,SKU000577,2,0,2026-05-05
2026-05-15,STR001,SKU000578,18,12,2026-05-07
2026-05-15,STR001,SKU000579,14,0,2026-05-12
2026-05-15,STR001,SKU000580,1,0,2026-05-11
2026-05-15,STR001,SKU000581,0,0,2026-05-14
2026-05-15,STR001,SKU000582,2,0,2026-05-05
2026-05-15,STR001,SKU000583,10,24,2026-05-06
2026-05-15,STR001,SKU000584,5,0,2026-05-07
2026-05-15,STR001,SKU000587,12,0,2026-05-07
2026-05-15,STR001,SKU000590,0,24,2026-05-07
2026-05-15,STR001,SKU000592,15,0,2026-05-09
2026-05-15,STR001,SKU000593,27,0,2026-05-05
2026-05-15,STR001,SKU000595,2,12,2026-05-13
2026-05-15,STR001,SKU000598,9,0,2026-05-04
2026-05-15,STR001,SKU000599,0,0,2026-05-05
2026-05-15,STR001,SKU000600,9,24,2026-05-13
2026-05-15,STR001,SKU000602,7,0,2026-05-08
2026-05-15,STR001,SKU000604,22,6,2026-05-11
2026-05-15,STR001,SKU000607,1,0,2026-05-12
2026-05-15,STR001,SKU000608,5,6,2026-05-08
2026-05-15,STR001,SKU000609,11,0,2026-05-09
2026-05-15,STR001,SKU000610,12,0,2026-05-07
2026-05-15,STR001,SKU000611,25,0,2026-05-08
2026-05-15,STR001,SKU000612,7,0,2026-05-03
2026-05-15,STR001,SKU000613,3,6,2026-05-11
2026-05-15,STR001,SKU000614,18,24,2026-05-11
2026-05-15,STR001,SKU000615,24,0,2026-05-09
2026-05-15,STR001,SKU000616,29,6,2026-05-11
2026-05-15,STR001,SKU000619,0,0,2026-05-11
2026-05-15,STR001,SKU000621,4,6,2026-05-08
2026-05-15,STR001,SKU000622,3,24,2026-05-10
2026-05-15,STR001,SKU000623,0,12,2026-05-14
2026-05-15,STR001,SKU000624,13,12,2026-05-11
2026-05-15,STR001,SKU000625,4,0,2026-05-11
2026-05-15,STR001,SKU000626,24,6,2026-05-07
2026-05-15,STR001,SKU000627,5,0,2026-05-06
2026-05-15,STR001,SKU000629,16,24,2026-05-11
2026-05-15,STR001,SKU000630,2,0,2026-05-12
2026-05-15,STR001,SKU000631,14,0,2026-05-11
2026-05-15,STR001,SKU000633,6,0,2026-05-09
2026-05-15,STR001,SKU000635,8,0,2026-05-13
2026-05-15,STR001,SKU000636,13,0,2026-05-14
2026-05-15,STR001,SKU000638,27,0,2026-05-06
2026-05-15,STR001,SKU000639,9,0,2026-05-12
2026-05-15,STR001,SKU000641,5,0,2026-05-05
2026-05-15,STR001,SKU000642,17,0,2026-05-03
2026-05-15,STR001,SKU000643,12,0,2026-05-10
2026-05-15,STR001,SKU000645,2,0,2026-05-07
2026-05-15,STR001,SKU000647,5,6,2026-05-03
2026-05-15,STR001,SKU000649,13,6,2026-05-11
2026-05-15,STR001,SKU000651,6,6,2026-05-11
2026-05-15,STR001,SKU000653,3,0,2026-05-04
2026-05-15,STR001,SKU000654,18,12,2026-05-13
2026-05-15,STR001,SKU000656,21,0,2026-05-10
2026-05-15,STR001,SKU000658,1,0,2026-05-03
2026-05-15,STR001,SKU000659,21,0,2026-05-04
2026-05-15,STR001,SKU000660,8,0,2026-05-14
2026-05-15,STR001,SKU000661,3,0,2026-05-10
2026-05-15,STR001,SKU000662,11,0,2026-05-07
