store_id,sku_id,forecast_daily_sales_base,forecast_next_7_units,forecast_next_14_units,forecast_next_28_units,forecast_confidence,under_forecast_bias,seasonal_index,promo_uplift_pct,promo_flag_next_28d,normalized_forecast_14,quantity_origin,conversion_version,conversion_factor,source_origin
002,16,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,17,5.5,38.5,77.0,154.0,0.5,0,1,0,0,7.7,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,18,2.6,18.2,36.4,72.8,0.5,0,1,0,0,3.64,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,19,1.8,12.6,25.2,50.4,0.5,0,1,0,0,2.52,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,2,4.0,28.0,56.0,112.0,0.5,0,1,0,0,5.6,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,20,1.1,7.7,15.4,30.8,0.5,0,1,0,0,1.54,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,21,5.9,41.3,82.6,165.2,0.5,0,1,0,0,8.26,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,22,1.8,12.6,25.2,50.4,0.5,0,1,0,0,2.52,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,23,5.8,40.6,81.2,162.4,0.5,0,1,0,0,8.12,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,24,5.8,40.6,81.2,162.4,0.5,0,1,0,0,8.12,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,25,2.8,19.6,39.2,78.4,0.5,0,1,0,0,3.92,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,26,3.2,22.4,44.8,89.6,0.5,0,1,0,0,4.48,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,27,2.9,20.3,40.6,81.2,0.5,0,1,0,0,4.06,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,28,5.4,37.8,75.6,151.2,0.5,0,1,0,0,7.56,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,29,4.9,34.3,68.6,137.2,0.5,0,1,0,0,6.86,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,3,1.4,9.8,19.6,39.2,0.5,0,1,0,0,1.96,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,30,1.3,9.1,18.2,36.4,0.5,0,1,0,0,1.82,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,31,4.8,33.6,67.2,134.4,0.5,0,1,0,0,6.72,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,32,1.6,11.2,22.4,44.8,0.5,0,1,0,0,2.24,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,33,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,34,5.3,37.1,74.2,148.4,0.5,0,1,0,0,7.42,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,35,3.9,27.3,54.6,109.2,0.5,0,1,0,0,5.46,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,36,4.9,34.3,68.6,137.2,0.5,0,1,0,0,6.86,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,4,3.8,26.6,53.2,106.4,0.5,0,1,0,0,5.32,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,5,3.9,27.3,54.6,109.2,0.5,0,1,0,0,5.46,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,6,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,7,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,8,3.3,23.1,46.2,92.4,0.5,0,1,0,0,4.62,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
002,9,5.6,39.2,78.4,156.8,0.5,0,1,0,0,7.84,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,1,4.9,34.3,68.6,137.2,0.5,0,1,0,0,6.86,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,10,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,11,3.8,26.6,53.2,106.4,0.5,0,1,0,0,5.32,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,12,1.6,11.2,22.4,44.8,0.5,0,1,0,0,2.24,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,13,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,14,1.1,7.7,15.4,30.8,0.5,0,1,0,0,1.54,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,15,2.3,16.1,32.2,64.4,0.5,0,1,0,0,3.22,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,16,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,17,1.8,12.6,25.2,50.4,0.5,0,1,0,0,2.52,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,18,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,19,2.9,20.3,40.6,81.2,0.5,0,1,0,0,4.06,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,2,3.8,26.6,53.2,106.4,0.5,0,1,0,0,5.32,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,20,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,21,2.2,15.4,30.8,61.6,0.5,0,1,0,0,3.08,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,22,1.3,9.1,18.2,36.4,0.5,0,1,0,0,1.82,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,23,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,24,2.8,19.6,39.2,78.4,0.5,0,1,0,0,3.92,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,25,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,26,1.4,9.8,19.6,39.2,0.5,0,1,0,0,1.96,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,27,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,28,5.4,37.8,75.6,151.2,0.5,0,1,0,0,7.56,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,29,4.1,28.7,57.4,114.8,0.5,0,1,0,0,5.74,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,3,3.2,22.4,44.8,89.6,0.5,0,1,0,0,4.48,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,30,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,31,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,32,5.9,41.3,82.6,165.2,0.5,0,1,0,0,8.26,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,33,3.8,26.6,53.2,106.4,0.5,0,1,0,0,5.32,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,34,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,35,1.2,8.4,16.8,33.6,0.5,0,1,0,0,1.68,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,36,4.5,31.5,63.0,126.0,0.5,0,1,0,0,6.3,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,4,4.6,32.2,64.4,128.8,0.5,0,1,0,0,6.44,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,5,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,6,3.2,22.4,44.8,89.6,0.5,0,1,0,0,4.48,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,7,2.9,20.3,40.6,81.2,0.5,0,1,0,0,4.06,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,8,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
003,9,3.1,21.7,43.4,86.8,0.5,0,1,0,0,4.34,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,1,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,10,4.6,32.2,64.4,128.8,0.5,0,1,0,0,6.44,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,11,3.1,21.7,43.4,86.8,0.5,0,1,0,0,4.34,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,12,4.7,32.9,65.8,131.6,0.5,0,1,0,0,6.58,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,13,3.9,27.3,54.6,109.2,0.5,0,1,0,0,5.46,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,14,2.3,16.1,32.2,64.4,0.5,0,1,0,0,3.22,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,15,5.4,37.8,75.6,151.2,0.5,0,1,0,0,7.56,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,16,5.4,37.8,75.6,151.2,0.5,0,1,0,0,7.56,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,17,3.5,24.5,49.0,98.0,0.5,0,1,0,0,4.9,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,18,1.0,7.0,14.0,28.0,0.5,0,1,0,0,1.4,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,19,4.0,28.0,56.0,112.0,0.5,0,1,0,0,5.6,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,2,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,20,1.8,12.6,25.2,50.4,0.5,0,1,0,0,2.52,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,21,1.3,9.1,18.2,36.4,0.5,0,1,0,0,1.82,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,22,5.9,41.3,82.6,165.2,0.5,0,1,0,0,8.26,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,23,1.8,12.6,25.2,50.4,0.5,0,1,0,0,2.52,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,24,4.1,28.7,57.4,114.8,0.5,0,1,0,0,5.74,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,25,5.5,38.5,77.0,154.0,0.5,0,1,0,0,7.7,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,26,2.8,19.6,39.2,78.4,0.5,0,1,0,0,3.92,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,27,2.5,17.5,35.0,70.0,0.5,0,1,0,0,3.5,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,28,1.0,7.0,14.0,28.0,0.5,0,1,0,0,1.4,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,29,4.6,32.2,64.4,128.8,0.5,0,1,0,0,6.44,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,3,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,30,4.8,33.6,67.2,134.4,0.5,0,1,0,0,6.72,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,31,5.9,41.3,82.6,165.2,0.5,0,1,0,0,8.26,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,32,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,33,4.7,32.9,65.8,131.6,0.5,0,1,0,0,6.58,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,34,2.8,19.6,39.2,78.4,0.5,0,1,0,0,3.92,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,35,4.5,31.5,63.0,126.0,0.5,0,1,0,0,6.3,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,36,5.2,36.4,72.8,145.6,0.5,0,1,0,0,7.28,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,4,2.5,17.5,35.0,70.0,0.5,0,1,0,0,3.5,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,5,1.2,8.4,16.8,33.6,0.5,0,1,0,0,1.68,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,6,4.5,31.5,63.0,126.0,0.5,0,1,0,0,6.3,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,7,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,8,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
004,9,3.4,23.8,47.6,95.2,0.5,0,1,0,0,4.76,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,1,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,10,2.2,15.4,30.8,61.6,0.5,0,1,0,0,3.08,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,11,4.4,30.8,61.6,123.2,0.5,0,1,0,0,6.16,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,12,2.9,20.3,40.6,81.2,0.5,0,1,0,0,4.06,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,13,1.7,11.9,23.8,47.6,0.5,0,1,0,0,2.38,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,14,5.0,35.0,70.0,140.0,0.5,0,1,0,0,7.0,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,15,1.9,13.3,26.6,53.2,0.5,0,1,0,0,2.66,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,16,4.2,29.4,58.8,117.6,0.5,0,1,0,0,5.88,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,17,3.1,21.7,43.4,86.8,0.5,0,1,0,0,4.34,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,18,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,19,1.9,13.3,26.6,53.2,0.5,0,1,0,0,2.66,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,2,3.9,27.3,54.6,109.2,0.5,0,1,0,0,5.46,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,20,4.8,33.6,67.2,134.4,0.5,0,1,0,0,6.72,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,21,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,22,1.9,13.3,26.6,53.2,0.5,0,1,0,0,2.66,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,23,5.0,35.0,70.0,140.0,0.5,0,1,0,0,7.0,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,24,4.6,32.2,64.4,128.8,0.5,0,1,0,0,6.44,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,25,5.6,39.2,78.4,156.8,0.5,0,1,0,0,7.84,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,26,4.3,30.1,60.2,120.4,0.5,0,1,0,0,6.02,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,27,1.9,13.3,26.6,53.2,0.5,0,1,0,0,2.66,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,28,3.4,23.8,47.6,95.2,0.5,0,1,0,0,4.76,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,29,2.2,15.4,30.8,61.6,0.5,0,1,0,0,3.08,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,3,5.3,37.1,74.2,148.4,0.5,0,1,0,0,7.42,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,30,2.3,16.1,32.2,64.4,0.5,0,1,0,0,3.22,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,31,1.8,12.6,25.2,50.4,0.5,0,1,0,0,2.52,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,32,2.4,16.8,33.6,67.2,0.5,0,1,0,0,3.36,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,33,5.8,40.6,81.2,162.4,0.5,0,1,0,0,8.12,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,34,3.9,27.3,54.6,109.2,0.5,0,1,0,0,5.46,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,35,1.2,8.4,16.8,33.6,0.5,0,1,0,0,1.68,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,36,1.7,11.9,23.8,47.6,0.5,0,1,0,0,2.38,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,4,2.8,19.6,39.2,78.4,0.5,0,1,0,0,3.92,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,5,3.9,27.3,54.6,109.2,0.5,0,1,0,0,5.46,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,6,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,7,1.7,11.9,23.8,47.6,0.5,0,1,0,0,2.38,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,8,2.4,16.8,33.6,67.2,0.5,0,1,0,0,3.36,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
005,9,1.1,7.7,15.4,30.8,0.5,0,1,0,0,1.54,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,1,4.5,31.5,63.0,126.0,0.5,0,1,0,0,6.3,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,10,5.0,35.0,70.0,140.0,0.5,0,1,0,0,7.0,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,11,1.4,9.8,19.6,39.2,0.5,0,1,0,0,1.96,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,12,4.4,30.8,61.6,123.2,0.5,0,1,0,0,6.16,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,13,2.5,17.5,35.0,70.0,0.5,0,1,0,0,3.5,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,14,3.9,27.3,54.6,109.2,0.5,0,1,0,0,5.46,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,15,4.9,34.3,68.6,137.2,0.5,0,1,0,0,6.86,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,16,3.2,22.4,44.8,89.6,0.5,0,1,0,0,4.48,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,17,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,18,5.8,40.6,81.2,162.4,0.5,0,1,0,0,8.12,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,19,1.0,7.0,14.0,28.0,0.5,0,1,0,0,1.4,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,2,3.4,23.8,47.6,95.2,0.5,0,1,0,0,4.76,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,20,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,21,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,22,1.2,8.4,16.8,33.6,0.5,0,1,0,0,1.68,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,23,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,24,2.7,18.9,37.8,75.6,0.5,0,1,0,0,3.78,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,25,3.0,21.0,42.0,84.0,0.5,0,1,0,0,4.2,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,26,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,27,1.2,8.4,16.8,33.6,0.5,0,1,0,0,1.68,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,28,4.0,28.0,56.0,112.0,0.5,0,1,0,0,5.6,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,29,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,3,3.4,23.8,47.6,95.2,0.5,0,1,0,0,4.76,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,30,3.0,21.0,42.0,84.0,0.5,0,1,0,0,4.2,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,31,4.1,28.7,57.4,114.8,0.5,0,1,0,0,5.74,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,32,2.9,20.3,40.6,81.2,0.5,0,1,0,0,4.06,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,33,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,34,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
