run_date,store_id,sku_id,stock_on_hand,in_transit_qty,data_origin,snapshot_timestamp
2026-05-15,007,17,4,0,synthetic,2026-05-15
2026-05-15,007,18,16,0,synthetic,2026-05-15
2026-05-15,007,19,8,0,synthetic,2026-05-15
2026-05-15,007,2,0,0,synthetic,2026-05-15
2026-05-15,007,20,6,0,synthetic,2026-05-15
2026-05-15,007,21,16,0,synthetic,2026-05-15
2026-05-15,007,22,4,0,synthetic,2026-05-15
2026-05-15,007,23,0,0,synthetic,2026-05-15
2026-05-15,007,24,0,0,synthetic,2026-05-15
2026-05-15,007,25,8,0,synthetic,2026-05-15
2026-05-15,007,26,10,0,synthetic,2026-05-15
2026-05-15,007,27,13,0,synthetic,2026-05-15
2026-05-15,007,28,38,0,synthetic,2026-05-15
2026-05-15,007,29,6,0,synthetic,2026-05-15
2026-05-15,007,3,9,0,synthetic,2026-05-15
2026-05-15,007,30,5,0,synthetic,2026-05-15
2026-05-15,007,31,2,0,synthetic,2026-05-15
2026-05-15,007,32,26,0,synthetic,2026-05-15
2026-05-15,007,33,34,0,synthetic,2026-05-15
2026-05-15,007,34,1,0,synthetic,2026-05-15
2026-05-15,007,35,29,0,synthetic,2026-05-15
2026-05-15,007,36,5,0,synthetic,2026-05-15
2026-05-15,007,4,0,0,synthetic,2026-05-15
2026-05-15,007,5,10,0,synthetic,2026-05-15
2026-05-15,007,6,7,0,synthetic,2026-05-15
2026-05-15,007,7,5,0,synthetic,2026-05-15
2026-05-15,007,8,17,0,synthetic,2026-05-15
2026-05-15,007,9,6,0,synthetic,2026-05-15
2026-05-15,008,1,4,0,synthetic,2026-05-15
2026-05-15,008,10,10,0,synthetic,2026-05-15
2026-05-15,008,11,33,0,synthetic,2026-05-15
2026-05-15,008,12,4,0,synthetic,2026-05-15
2026-05-15,008,13,9,0,synthetic,2026-05-15
2026-05-15,008,14,5,0,synthetic,2026-05-15
2026-05-15,008,15,0,0,synthetic,2026-05-15
2026-05-15,008,16,22,0,synthetic,2026-05-15
2026-05-15,008,17,10,0,synthetic,2026-05-15
2026-05-15,008,18,5,0,synthetic,2026-05-15
2026-05-15,008,19,1,0,synthetic,2026-05-15
2026-05-15,008,2,21,0,synthetic,2026-05-15
2026-05-15,008,20,0,0,synthetic,2026-05-15
2026-05-15,008,21,8,0,synthetic,2026-05-15
2026-05-15,008,22,0,0,synthetic,2026-05-15
2026-05-15,008,23,4,0,synthetic,2026-05-15
2026-05-15,008,24,7,0,synthetic,2026-05-15
2026-05-15,008,25,29,0,synthetic,2026-05-15
2026-05-15,008,26,10,0,synthetic,2026-05-15
2026-05-15,008,27,13,0,synthetic,2026-05-15
2026-05-15,008,28,2,0,synthetic,2026-05-15
2026-05-15,008,29,20,0,synthetic,2026-05-15
2026-05-15,008,3,4,0,synthetic,2026-05-15
2026-05-15,008,30,17,0,synthetic,2026-05-15
2026-05-15,008,31,6,0,synthetic,2026-05-15
2026-05-15,008,32,8,0,synthetic,2026-05-15
2026-05-15,008,33,19,0,synthetic,2026-05-15
2026-05-15,008,34,22,0,synthetic,2026-05-15
2026-05-15,008,35,18,0,synthetic,2026-05-15
2026-05-15,008,36,33,0,synthetic,2026-05-15
2026-05-15,008,4,0,0,synthetic,2026-05-15
2026-05-15,008,5,1,0,synthetic,2026-05-15
2026-05-15,008,6,5,0,synthetic,2026-05-15
2026-05-15,008,7,0,0,synthetic,2026-05-15
2026-05-15,008,8,21,0,synthetic,2026-05-15
2026-05-15,008,9,7,0,synthetic,2026-05-15
