store_id,sku_id,ranged_flag,target_cover_days,min_cover_days,max_cover_days,store_sku_capacity_units,service_level_target,store_sku_priority,data_origin
007,7,1,14,7,21,127,0.9,1,synthetic
007,8,1,14,7,21,136,0.9,1,synthetic
007,9,1,14,7,21,72,0.9,1,synthetic
008,1,1,14,7,21,50,0.9,1,synthetic
008,10,1,14,7,21,127,0.9,1,synthetic
008,11,1,14,7,21,115,0.9,1,synthetic
008,12,1,14,7,21,55,0.9,1,synthetic
008,13,1,14,7,21,117,0.9,1,synthetic
008,14,1,14,7,21,141,0.9,1,synthetic
008,15,1,14,7,21,110,0.9,1,synthetic
008,16,1,14,7,21,88,0.9,1,synthetic
008,17,1,14,7,21,40,0.9,1,synthetic
008,18,1,14,7,21,69,0.9,1,synthetic
008,19,1,14,7,21,28,0.9,1,synthetic
008,2,1,14,7,21,86,0.9,1,synthetic
008,20,1,14,7,21,86,0.9,1,synthetic
008,21,1,14,7,21,103,0.9,1,synthetic
008,22,1,14,7,21,79,0.9,1,synthetic
008,23,1,14,7,21,38,0.9,1,synthetic
008,24,1,14,7,21,24,0.9,1,synthetic
008,25,1,14,7,21,100,0.9,1,synthetic
008,26,1,14,7,21,127,0.9,1,synthetic
008,27,1,14,7,21,64,0.9,1,synthetic
008,28,1,14,7,21,62,0.9,1,synthetic
008,29,1,14,7,21,98,0.9,1,synthetic
008,3,1,14,7,21,112,0.9,1,synthetic
008,30,1,14,7,21,103,0.9,1,synthetic
008,31,1,14,7,21,31,0.9,1,synthetic
008,32,1,14,7,21,103,0.9,1,synthetic
008,33,1,14,7,21,91,0.9,1,synthetic
008,34,1,14,7,21,88,0.9,1,synthetic
008,35,1,14,7,21,64,0.9,1,synthetic
008,36,1,14,7,21,132,0.9,1,synthetic
008,4,1,14,7,21,120,0.9,1,synthetic
008,5,1,14,7,21,43,0.9,1,synthetic
008,6,1,14,7,21,62,0.9,1,synthetic
008,7,1,14,7,21,112,0.9,1,synthetic
008,8,1,14,7,21,72,0.9,1,synthetic
008,9,1,14,7,21,84,0.9,1,synthetic
